2019-09-29 21.18.18 2143620498159075611_대림미술관.jpg;오늘 날씨두 좋구하여 윗동네로 마실#9월의마지막주말 #대림미술관 #하이메아욘 #SERIOUSFUN
2019-10-06 22.18.57 2148724449817334481_대림미술관.jpg;너무예쁜전시회 힐링🧚‍♀️🌸🌿#대림미술관 #하이메아욘 #jaimehayon
2019-10-06 22.18.57 2148724449842365603_대림미술관.jpg;너무예쁜전시회 힐링🧚‍♀️🌸🌿#대림미술관 #하이메아욘 #jaimehayon
2019-10-06 22.18.57 2148724449917871408_대림미술관.jpg;너무예쁜전시회 힐링🧚‍♀️🌸🌿#대림미술관 #하이메아욘 #jaimehayon
2019-10-06 22.18.57 2148724452694675573_대림미술관.jpg;너무예쁜전시회 힐링🧚‍♀️🌸🌿#대림미술관 #하이메아욘 #jaimehayon
2019-10-06 22.23.23 2148726687873241391_대림미술관.jpg;😄😙😄😙하하호호..#대림미술관 #하이메아욘숨겨진일곱가지사연 #서울전시회
2019-10-06 22.23.23 2148726687881626164_대림미술관.jpg;😄😙😄😙하하호호..#대림미술관 #하이메아욘숨겨진일곱가지사연 #서울전시회
2019-10-06 22.23.23 2148726687890022906_대림미술관.jpg;😄😙😄😙하하호호..#대림미술관 #하이메아욘숨겨진일곱가지사연 #서울전시회
2019-10-06 22.23.23 2148726687906858409_대림미술관.jpg;😄😙😄😙하하호호..#대림미술관 #하이메아욘숨겨진일곱가지사연 #서울전시회
2019-10-06 22.23.23 2148726687931835419_대림미술관.jpg;😄😙😄😙하하호호..#대림미술관 #하이메아욘숨겨진일곱가지사연 #서울전시회
2019-10-06 22.23.23 2148726687940226909_대림미술관.jpg;😄😙😄😙하하호호..#대림미술관 #하이메아욘숨겨진일곱가지사연 #서울전시회
2019-10-06 22.23.23 2148726690314448563_대림미술관.jpg;😄😙😄😙하하호호..#대림미술관 #하이메아욘숨겨진일곱가지사연 #서울전시회
2019-10-06 22.26.05 2148728049494318865_대림미술관.jpg;도대체 언제쯤 초점을 다 맞출 수 있을까 ... 😞
2019-10-06 22.35.44 2148732895853244920_대림미술관.jpg;즐거운 연휴#알차게보냈다#휴
2019-10-06 22.35.44 2148732895878395518_대림미술관.jpg;즐거운 연휴#알차게보냈다#휴
2019-10-06 22.35.44 2148732895895108080_대림미술관.jpg;즐거운 연휴#알차게보냈다#휴
2019-10-06 22.35.44 2148732895903484402_대림미술관.jpg;즐거운 연휴#알차게보냈다#휴
2019-10-06 22.35.44 2148732895911953587_대림미술관.jpg;즐거운 연휴#알차게보냈다#휴
2019-10-06 22.35.44 2148732898797597396_대림미술관.jpg;즐거운 연휴#알차게보냈다#휴
2019-10-06 22.38.45 2148734417538162996_대림미술관.jpg;평범한 하루를가득차게 채워주는 자기에게 너무 고맙다..#컬러를가지고노는남자 #대림미술관 #하이메아욘숨겨진일곱가지사연 #서울전시회 #럽스타그램 #데이트 #사랑해 #미술관데이트 #삼청동 #경복궁 #국립현대미술관서울관
2019-10-06 22.38.45 2148734417555042605_대림미술관.jpg;평범한 하루를가득차게 채워주는 자기에게 너무 고맙다..#컬러를가지고노는남자 #대림미술관 #하이메아욘숨겨진일곱가지사연 #서울전시회 #럽스타그램 #데이트 #사랑해 #미술관데이트 #삼청동 #경복궁 #국립현대미술관서울관
2019-10-06 22.38.45 2148734420390497807_대림미술관.jpg;평범한 하루를가득차게 채워주는 자기에게 너무 고맙다..#컬러를가지고노는남자 #대림미술관 #하이메아욘숨겨진일곱가지사연 #서울전시회 #럽스타그램 #데이트 #사랑해 #미술관데이트 #삼청동 #경복궁 #국립현대미술관서울관
2019-10-06 22.39.24 2148734744595376269_대림미술관.jpg;잠시 미술관 나들이👪사진은 멀쩡해보이지만 4일 쉬는 내내 체력이 바닥을 쳐서 별거 못하고 누워지냈음....몰골+기분은 꽝이었지만 이안이가 찍어준 사진은 역시 굿👍#이안이가찍은사진#이안씨#서촌#데이트#미술관#대림미술관#하이메야욘#JaimeHayon
2019-10-06 22.39.24 2148734744620523156_대림미술관.jpg;잠시 미술관 나들이👪사진은 멀쩡해보이지만 4일 쉬는 내내 체력이 바닥을 쳐서 별거 못하고 누워지냈음....몰골+기분은 꽝이었지만 이안이가 찍어준 사진은 역시 굿👍#이안이가찍은사진#이안씨#서촌#데이트#미술관#대림미술관#하이메야욘#JaimeHayon
2019-10-06 22.39.24 2148734744628900617_대림미술관.jpg;잠시 미술관 나들이👪사진은 멀쩡해보이지만 4일 쉬는 내내 체력이 바닥을 쳐서 별거 못하고 누워지냈음....몰골+기분은 꽝이었지만 이안이가 찍어준 사진은 역시 굿👍#이안이가찍은사진#이안씨#서촌#데이트#미술관#대림미술관#하이메야욘#JaimeHayon
2019-10-06 22.39.24 2148734744629032033_대림미술관.jpg;잠시 미술관 나들이👪사진은 멀쩡해보이지만 4일 쉬는 내내 체력이 바닥을 쳐서 별거 못하고 누워지냈음....몰골+기분은 꽝이었지만 이안이가 찍어준 사진은 역시 굿👍#이안이가찍은사진#이안씨#서촌#데이트#미술관#대림미술관#하이메야욘#JaimeHayon
2019-10-06 22.39.24 2148734744637230873_대림미술관.jpg;잠시 미술관 나들이👪사진은 멀쩡해보이지만 4일 쉬는 내내 체력이 바닥을 쳐서 별거 못하고 누워지냈음....몰골+기분은 꽝이었지만 이안이가 찍어준 사진은 역시 굿👍#이안이가찍은사진#이안씨#서촌#데이트#미술관#대림미술관#하이메야욘#JaimeHayon
2019-10-06 22.39.24 2148734744645724007_대림미술관.jpg;잠시 미술관 나들이👪사진은 멀쩡해보이지만 4일 쉬는 내내 체력이 바닥을 쳐서 별거 못하고 누워지냈음....몰골+기분은 꽝이었지만 이안이가 찍어준 사진은 역시 굿👍#이안이가찍은사진#이안씨#서촌#데이트#미술관#대림미술관#하이메야욘#JaimeHayon
2019-10-06 22.39.24 2148734744654218351_대림미술관.jpg;잠시 미술관 나들이👪사진은 멀쩡해보이지만 4일 쉬는 내내 체력이 바닥을 쳐서 별거 못하고 누워지냈음....몰골+기분은 꽝이었지만 이안이가 찍어준 사진은 역시 굿👍#이안이가찍은사진#이안씨#서촌#데이트#미술관#대림미술관#하이메야욘#JaimeHayon
2019-10-06 22.39.24 2148734747774732326_대림미술관.jpg;잠시 미술관 나들이👪사진은 멀쩡해보이지만 4일 쉬는 내내 체력이 바닥을 쳐서 별거 못하고 누워지냈음....몰골+기분은 꽝이었지만 이안이가 찍어준 사진은 역시 굿👍#이안이가찍은사진#이안씨#서촌#데이트#미술관#대림미술관#하이메야욘#JaimeHayon
2019-10-06 22.41.42 2148735904042586074_대림미술관.jpg;그 아이는 자기는 똥손이 아니고 똥머리라고 했어요..하지만 제가 보기엔 둘다..ㅎㅎ그래도 빙구같지만 좋은친구입니다오랜만에 둘이 전시회 원없이 봤어요 ㅎㅎㅎㅎ 둘다 전날 신나게 놀고체력방진이었디만 카페인으로 버텨숩돠🥰#전시회 #전시회추천 #서울 #핫플 #서울핫플 #전시회투어 #문화생활 #대림미술관 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #셀스타그램 #얼스타그램 #selfie #daily #❤️
2019-10-06 22.41.42 2148735904059298440_대림미술관.jpg;그 아이는 자기는 똥손이 아니고 똥머리라고 했어요..하지만 제가 보기엔 둘다..ㅎㅎ그래도 빙구같지만 좋은친구입니다오랜만에 둘이 전시회 원없이 봤어요 ㅎㅎㅎㅎ 둘다 전날 신나게 놀고체력방진이었디만 카페인으로 버텨숩돠🥰#전시회 #전시회추천 #서울 #핫플 #서울핫플 #전시회투어 #문화생활 #대림미술관 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #셀스타그램 #얼스타그램 #selfie #daily #❤️
2019-10-06 22.41.42 2148735904067810887_대림미술관.jpg;그 아이는 자기는 똥손이 아니고 똥머리라고 했어요..하지만 제가 보기엔 둘다..ㅎㅎ그래도 빙구같지만 좋은친구입니다오랜만에 둘이 전시회 원없이 봤어요 ㅎㅎㅎㅎ 둘다 전날 신나게 놀고체력방진이었디만 카페인으로 버텨숩돠🥰#전시회 #전시회추천 #서울 #핫플 #서울핫플 #전시회투어 #문화생활 #대림미술관 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #셀스타그램 #얼스타그램 #selfie #daily #❤️
2019-10-06 22.41.42 2148735904076263606_대림미술관.jpg;그 아이는 자기는 똥손이 아니고 똥머리라고 했어요..하지만 제가 보기엔 둘다..ㅎㅎ그래도 빙구같지만 좋은친구입니다오랜만에 둘이 전시회 원없이 봤어요 ㅎㅎㅎㅎ 둘다 전날 신나게 놀고체력방진이었디만 카페인으로 버텨숩돠🥰#전시회 #전시회추천 #서울 #핫플 #서울핫플 #전시회투어 #문화생활 #대림미술관 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #셀스타그램 #얼스타그램 #selfie #daily #❤️
2019-10-06 22.41.42 2148735904109751665_대림미술관.jpg;그 아이는 자기는 똥손이 아니고 똥머리라고 했어요..하지만 제가 보기엔 둘다..ㅎㅎ그래도 빙구같지만 좋은친구입니다오랜만에 둘이 전시회 원없이 봤어요 ㅎㅎㅎㅎ 둘다 전날 신나게 놀고체력방진이었디만 카페인으로 버텨숩돠🥰#전시회 #전시회추천 #서울 #핫플 #서울핫플 #전시회투어 #문화생활 #대림미술관 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #셀스타그램 #얼스타그램 #selfie #daily #❤️
2019-10-06 22.41.42 2148735906626357993_대림미술관.jpg;그 아이는 자기는 똥손이 아니고 똥머리라고 했어요..하지만 제가 보기엔 둘다..ㅎㅎ그래도 빙구같지만 좋은친구입니다오랜만에 둘이 전시회 원없이 봤어요 ㅎㅎㅎㅎ 둘다 전날 신나게 놀고체력방진이었디만 카페인으로 버텨숩돠🥰#전시회 #전시회추천 #서울 #핫플 #서울핫플 #전시회투어 #문화생활 #대림미술관 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #셀스타그램 #얼스타그램 #selfie #daily #❤️
2019-10-06 22.56.40 2148743433834337854_대림미술관.jpg;#서울 #종로 #혜화동 #대학로 #대학로연극 #쉬어매드니스 #대림미술관 #전시회 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #중학생 #혼자놀기 #맞팔 #선팔맞팔 #jaimehayon #shearmadness #seoul #jongno #hyehwa
2019-10-06 22.56.40 2148743433842653692_대림미술관.jpg;#서울 #종로 #혜화동 #대학로 #대학로연극 #쉬어매드니스 #대림미술관 #전시회 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #중학생 #혼자놀기 #맞팔 #선팔맞팔 #jaimehayon #shearmadness #seoul #jongno #hyehwa
2019-10-06 22.56.40 2148743433859473976_대림미술관.jpg;#서울 #종로 #혜화동 #대학로 #대학로연극 #쉬어매드니스 #대림미술관 #전시회 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #중학생 #혼자놀기 #맞팔 #선팔맞팔 #jaimehayon #shearmadness #seoul #jongno #hyehwa
2019-10-06 22.56.40 2148743433867841912_대림미술관.jpg;#서울 #종로 #혜화동 #대학로 #대학로연극 #쉬어매드니스 #대림미술관 #전시회 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #중학생 #혼자놀기 #맞팔 #선팔맞팔 #jaimehayon #shearmadness #seoul #jongno #hyehwa
2019-10-06 22.56.40 2148743433876321092_대림미술관.jpg;#서울 #종로 #혜화동 #대학로 #대학로연극 #쉬어매드니스 #대림미술관 #전시회 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #중학생 #혼자놀기 #맞팔 #선팔맞팔 #jaimehayon #shearmadness #seoul #jongno #hyehwa
2019-10-06 22.56.40 2148743436904502949_대림미술관.jpg;#서울 #종로 #혜화동 #대학로 #대학로연극 #쉬어매드니스 #대림미술관 #전시회 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #중학생 #혼자놀기 #맞팔 #선팔맞팔 #jaimehayon #shearmadness #seoul #jongno #hyehwa
2019-10-06 22.57.28 2148743835187394460_대림미술관.jpg;조커 없는 배트맨다스베이더 없는 루크 스카이워커볼드모트 없는 해리포터는 없다..빛과 그림자는 동시에 존재하지만빛에서 그림자, 그림자에서 빛을 이해하기는 어렵다..#조커 후기 겸 #팀문화회식 기록#하이메아욘 #숨겨진일곱가지사연 #대림미술관
2019-10-06 22.57.28 2148743837787877643_대림미술관.jpg;조커 없는 배트맨다스베이더 없는 루크 스카이워커볼드모트 없는 해리포터는 없다..빛과 그림자는 동시에 존재하지만빛에서 그림자, 그림자에서 빛을 이해하기는 어렵다..#조커 후기 겸 #팀문화회식 기록#하이메아욘 #숨겨진일곱가지사연 #대림미술관
2019-10-06 22.58.45 2148744484043861483_대림미술관.jpg;#가을 #주말 #데이트 #대림미술관 #하이메아욘 #우리가족 #우리딸 #딸스타그램
2019-10-06 22.58.45 2148744484068827997_대림미술관.jpg;#가을 #주말 #데이트 #대림미술관 #하이메아욘 #우리가족 #우리딸 #딸스타그램
2019-10-06 22.58.45 2148744484077206491_대림미술관.jpg;#가을 #주말 #데이트 #대림미술관 #하이메아욘 #우리가족 #우리딸 #딸스타그램
2019-10-06 22.58.45 2148744484085763767_대림미술관.jpg;#가을 #주말 #데이트 #대림미술관 #하이메아욘 #우리가족 #우리딸 #딸스타그램
2019-10-06 22.58.45 2148744487348969466_대림미술관.jpg;#가을 #주말 #데이트 #대림미술관 #하이메아욘 #우리가족 #우리딸 #딸스타그램
2019-10-06 23.04.25 2148747336382139682_대림미술관.jpg;#대림미술관 #문화생활 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #draft중요해 #다시해보자👊👊
2019-10-06 23.04.25 2148747336390497026_대림미술관.jpg;#대림미술관 #문화생활 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #draft중요해 #다시해보자👊👊
2019-10-06 23.04.25 2148747336423884232_대림미술관.jpg;#대림미술관 #문화생활 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #draft중요해 #다시해보자👊👊
2019-10-06 23.04.25 2148747338940616123_대림미술관.jpg;#대림미술관 #문화생활 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #draft중요해 #다시해보자👊👊
2019-10-06 23.26.30 2148758451512579977_대림미술관.jpg;미술관에서 만난 애용이들 🐈세 마리가 다 우물에서 물마시고 카페 앞에서 쳐다보고ㅠㅠ 💕다음부턴 츄르라도 사들고 다닐게..! #애용이#고양이#대림미술관
2019-10-06 23.26.30 2148758451520815819_대림미술관.jpg;미술관에서 만난 애용이들 🐈세 마리가 다 우물에서 물마시고 카페 앞에서 쳐다보고ㅠㅠ 💕다음부턴 츄르라도 사들고 다닐게..! #애용이#고양이#대림미술관
